ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ACTUAL_SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,CUSTOMERNAME,POSTALCODE,COUNTRY,TERRITORY,DEALSIZE
10161,37,72.76,2692.12,10/17/2003,Shipped,4,10,2003,Classic Cars,73,Heintze Collectables,8200,Denmark,EMEA,Small
10172,32,75.69,2422.08,11/5/2003,Shipped,4,11,2003,Classic Cars,73,Gift Depot Inc.,97562,USA,NA,Small
10182,47,74.22,3488.34,11/12/2003,Shipped,4,11,2003,Classic Cars,73,Mini Gifts Distributors Ltd.,97562,USA,NA,Medium
10192,37,69.82,2583.34,11/20/2003,Shipped,4,11,2003,Classic Cars,73,Online Diecast Creations Co.,62005,USA,NA,Small
10204,20,62.47,1249.4,12/2/2003,Shipped,4,12,2003,Classic Cars,73,Muscle Machine Inc,10022,USA,NA,Small
10212,41,82.31,3374.71,1/16/2004,Shipped,1,1,2004,Classic Cars,73,Euro Shopping Channel,28034,Spain,EMEA,Medium
10226,21,60.26,1265.46,2/26/2004,Shipped,1,2,2004,Classic Cars,73,Collectable Mini Designs Co.,91217,USA,NA,Small
10241,22,76.43,1681.46,4/13/2004,Shipped,2,4,2004,Classic Cars,73,Mini Caravy,67000,France,EMEA,Small
10267,40,80.1,3204,7/7/2004,Shipped,3,7,2004,Classic Cars,73,Muscle Machine Inc,10022,USA,NA,Medium
10279,32,74.96,2398.72,8/9/2004,Shipped,3,8,2004,Classic Cars,73,Euro Shopping Channel,28034,Spain,EMEA,Small
10288,36,66.14,2381.04,9/1/2004,Shipped,3,9,2004,Classic Cars,73,Handji Gifts& Co,69045,Singapore,APAC,Small
10301,27,72.02,1944.54,10/5/2003,Shipped,4,10,2003,Classic Cars,73,"Norway Gifts By Mail, Co.",N 0106,Norway,EMEA,Small
10311,26,87.45,2273.7,10/16/2004,Shipped,4,10,2004,Classic Cars,73,Euro Shopping Channel,28034,Spain,EMEA,Small
10321,30,70.55,2116.5,11/4/2004,Shipped,4,11,2004,Classic Cars,73,FunGiftIdeas.com,50553,USA,NA,Small
10332,23,56.84,1307.32,11/17/2004,Shipped,4,11,2004,Classic Cars,73,"AV Stores, Co.",EC2 5NT,UK,EMEA,Small
10344,29,59.53,1726.37,11/25/2004,Shipped,4,11,2004,Classic Cars,73,Marseille Mini Autos,13008,France,EMEA,Small
10367,21,60.37,1267.77,1/12/2005,Resolved,1,1,2005,Classic Cars,73,Toys4GrownUps.com,90003,USA,NA,Small
10380,34,100,3400,2/16/2005,Shipped,1,2,2005,Classic Cars,73,Euro Shopping Channel,28034,Spain,EMEA,Medium
10407,26,76.43,1987.18,4/22/2005,On Hold,2,4,2005,Classic Cars,73,The Sharp Gifts Warehouse,94217,USA,NA,Small
10420,60,64.67,3880.2,5/29/2005,In Process,2,5,2005,Classic Cars,73,Souveniers And Things Co.,2067,Australia,APAC,Medium
10104,35,55.49,1942.15,1/31/2003,Shipped,1,1,2003,Classic Cars,57,Euro Shopping Channel,28034,Spain,EMEA,Small
10115,47,69.36,3259.92,4/4/2003,Shipped,2,4,2003,Classic Cars,57,Classic Legends Inc.,10022,USA,NA,Medium
10127,20,60.69,1213.8,6/3/2003,Shipped,2,6,2003,Classic Cars,57,Muscle Machine Inc,10022,USA,NA,Small
10141,20,54.33,1086.6,8/1/2003,Shipped,3,8,2003,Classic Cars,57,Suominen Souveniers,FIN-02271,Finland,EMEA,Small
10152,25,65.31,1632.75,9/25/2003,Shipped,3,9,2003,Classic Cars,57,"Australian Gift Network, Co",4101,Australia,APAC,Small
10165,25,69.36,1734,10/22/2003,Shipped,4,10,2003,Classic Cars,57,"Dragon Souveniers, Ltd.",79903,Singapore,Japan,Small
10176,27,68.78,1857.06,11/6/2003,Shipped,4,11,2003,Classic Cars,57,L'ordine Souveniers,42100,Italy,EMEA,Small
10184,31,60.11,1863.41,11/14/2003,Shipped,4,11,2003,Classic Cars,57,"Iberia Gift Imports, Corp.",41101,Spain,EMEA,Small
10195,44,66.47,2924.68,11/25/2003,Shipped,4,11,2003,Classic Cars,57,Mini Classics,24067,USA,NA,Small
10207,49,46.82,2294.18,12/9/2003,Shipped,4,12,2003,Classic Cars,57,Diecast Collectables,51003,USA,NA,Small
10220,26,56.07,1457.82,2/12/2004,Shipped,1,2,2004,Classic Cars,57,"Clover Collections, Co.",2,Ireland,EMEA,Small
10230,36,54.33,1955.88,3/15/2004,Shipped,1,3,2004,Classic Cars,57,"Blauer See Auto, Co.",60528,Germany,EMEA,Small
10246,44,52.6,2314.4,5/5/2004,Shipped,2,5,2004,Classic Cars,57,Euro Shopping Channel,28034,Spain,EMEA,Small
10259,28,46.82,1310.96,6/15/2004,Shipped,2,6,2004,Classic Cars,57,Handji Gifts& Co,69045,Singapore,APAC,Small
10271,45,64.74,2913.3,7/20/2004,Shipped,3,7,2004,Classic Cars,57,Mini Gifts Distributors Ltd.,97562,USA,NA,Small
10282,29,46.82,1357.78,8/20/2004,Shipped,3,8,2004,Classic Cars,57,Mini Gifts Distributors Ltd.,97562,USA,NA,Small
10292,40,53.75,2150,9/8/2004,Shipped,3,9,2004,Classic Cars,57,Land of Toys Inc.,10022,USA,NA,Small
10305,45,61.85,2783.25,10/13/2004,Shipped,4,10,2004,Classic Cars,57,Marta's Replicas Co.,51247,USA,NA,Small
10314,44,53.18,2339.92,10/22/2004,Shipped,4,10,2004,Classic Cars,57,Heintze Collectables,8200,Denmark,EMEA,Small
10324,25,69.16,1729,11/5/2004,Shipped,4,11,2004,Classic Cars,57,Vitachrome Inc.,10022,USA,NA,Small
10336,45,100,4500,11/20/2004,Shipped,4,11,2004,Classic Cars,57,"La Corne D'abondance, Co.",75012,France,EMEA,Medium
10349,48,47.4,2275.2,12/1/2004,Shipped,4,12,2004,Classic Cars,57,Muscle Machine Inc,10022,USA,NA,Small
10358,44,60.76,2673.44,12/10/2004,Shipped,4,12,2004,Classic Cars,57,Euro Shopping Channel,28034,Spain,EMEA,Small
10371,25,97.27,2431.75,1/23/2005,Shipped,1,1,2005,Classic Cars,57,Mini Gifts Distributors Ltd.,97562,USA,NA,Small
10383,22,91.76,2018.72,2/22/2005,Shipped,1,2,2005,Classic Cars,57,Euro Shopping Channel,28034,Spain,EMEA,Small
10394,31,50.29,1558.99,3/15/2005,Shipped,1,3,2005,Classic Cars,57,Euro Shopping Channel,28034,Spain,EMEA,Small
10412,21,52.6,1104.6,5/3/2005,Shipped,2,5,2005,Classic Cars,57,Euro Shopping Channel,28034,Spain,EMEA,Small
10425,55,46.82,2575.1,5/31/2005,In Process,2,5,2005,Classic Cars,57,La Rochelle Gifts,44000,France,EMEA,Small
10107,25,100,2500,2/24/2003,Shipped,1,2,2003,Motorcycles,112,Land of Toys Inc.,10022,USA,NA,Small
10120,35,98.05,3431.75,4/29/2003,Shipped,2,4,2003,Motorcycles,112,"Australian Collectors, Co.",3004,Australia,APAC,Medium
10134,35,93.54,3273.9,7/1/2003,Shipped,3,7,2003,Motorcycles,112,Lyon Souveniers,75508,France,EMEA,Medium
10145,43,95.8,4119.4,8/25/2003,Shipped,3,8,2003,Motorcycles,112,Toys4GrownUps.com,90003,USA,NA,Medium
10159,44,100,4400,10/10/2003,Shipped,4,10,2003,Motorcycles,112,Corporate Gift Ideas Co.,Unknown,USA,NA,Medium
10168,50,100,5000,10/28/2003,Shipped,4,10,2003,Motorcycles,112,Technics Stores Inc.,94217,USA,NA,Medium
10180,48,100,4800,11/11/2003,Shipped,4,11,2003,Motorcycles,112,Daedalus Designs Imports,59000,France,EMEA,Medium
10188,25,100,2500,11/18/2003,Shipped,4,11,2003,Motorcycles,112,Herkku Gifts,N 5804,Norway,EMEA,Small
10201,39,100,3900,12/1/2003,Shipped,4,12,2003,Motorcycles,112,Mini Wheels Co.,Unknown,USA,NA,Medium
10211,25,90.16,2254,1/15/2004,Shipped,1,1,2004,Motorcycles,112,Auto Canal Petit,75016,France,EMEA,Small
10223,32,91.29,2921.28,2/20/2004,Shipped,1,2,2004,Motorcycles,112,"Australian Collectors, Co.",3004,Australia,APAC,Small
10237,20,100,2000,4/5/2004,Shipped,2,4,2004,Motorcycles,112,Vitachrome Inc.,10022,USA,NA,Small
10251,26,100,2600,5/18/2004,Shipped,2,5,2004,Motorcycles,112,Tekni Collectables Inc.,94019,USA,NA,Small
10263,42,100,4200,6/28/2004,Shipped,2,6,2004,Motorcycles,112,Gift Depot Inc.,97562,USA,NA,Medium
10275,21,100,2100,7/23/2004,Shipped,3,7,2004,Motorcycles,112,La Rochelle Gifts,44000,France,EMEA,Small
10285,34,100,3400,8/27/2004,Shipped,3,8,2004,Motorcycles,112,Marta's Replicas Co.,51247,USA,NA,Medium
10299,47,100,4700,9/30/2004,Shipped,3,9,2004,Motorcycles,112,"Toys of Finland, Co.",21240,Finland,EMEA,Medium
10309,21,100,2100,10/15/2004,Shipped,4,10,2004,Motorcycles,112,Baane Mini Imports,4110,Norway,EMEA,Small
10318,48,100,4800,11/2/2004,Shipped,4,11,2004,Motorcycles,112,Diecast Classics Inc.,70267,USA,NA,Medium
10329,30,87.78,2633.4,11/15/2004,Shipped,4,11,2004,Motorcycles,112,Land of Toys Inc.,10022,USA,NA,Small
10339,27,84.39,2278.53,11/23/2004,Shipped,4,11,2004,Motorcycles,112,"Tokyo Collectables, Ltd",106-0032,Japan,Japan,Small
10362,50,96.92,4846,1/5/2005,Shipped,1,1,2005,Motorcycles,112,Technics Stores Inc.,94217,USA,NA,Medium
10374,38,100,3800,2/2/2005,Shipped,1,2,2005,Motorcycles,112,"Australian Gift Network, Co",4101,Australia,APAC,Medium
10389,45,100,4500,3/3/2005,Shipped,1,3,2005,Motorcycles,112,Scandinavian Gift Ideas,S-844 67,Sweden,EMEA,Medium
10403,46,100,4600,4/8/2005,Shipped,2,4,2005,Motorcycles,112,"UK Collectables, Ltd.",WX1 6LT,UK,EMEA,Medium
10417,35,100,3500,5/13/2005,Disputed,2,5,2005,Motorcycles,112,Euro Shopping Channel,28034,Spain,EMEA,Medium
10110,29,59.37,1721.73,3/18/2003,Shipped,1,3,2003,Classic Cars,50,"AV Stores, Co.",EC2 5NT,UK,EMEA,Small
10123,50,59.87,2993.5,5/20/2003,Shipped,2,5,2003,Classic Cars,50,Atelier graphique,44000,France,EMEA,Small
10137,26,49.81,1295.06,7/10/2003,Shipped,3,7,2003,Classic Cars,50,Reims Collectables,51100,France,EMEA,Small
10148,47,56.85,2671.95,9/11/2003,Shipped,3,9,2003,Classic Cars,50,"Anna's Decorations, Ltd",2060,Australia,APAC,Small
10161,23,53.33,1226.59,10/17/2003,Shipped,4,10,2003,Classic Cars,50,Heintze Collectables,8200,Denmark,EMEA,Small
10172,34,42.76,1453.84,11/5/2003,Shipped,4,11,2003,Classic Cars,50,Gift Depot Inc.,97562,USA,NA,Small
10181,34,53.83,1830.22,11/12/2003,Shipped,4,11,2003,Classic Cars,50,Herkku Gifts,N 5804,Norway,EMEA,Small
10192,47,53.83,2530.01,11/20/2003,Shipped,4,11,2003,Classic Cars,50,Online Diecast Creations Co.,62005,USA,NA,Small
10204,45,49.81,2241.45,12/2/2003,Shipped,4,12,2003,Classic Cars,50,Muscle Machine Inc,10022,USA,NA,Small
10212,45,53.33,2399.85,1/16/2004,Shipped,1,1,2004,Classic Cars,50,Euro Shopping Channel,28034,Spain,EMEA,Small
10226,36,43.27,1557.72,2/26/2004,Shipped,1,2,2004,Classic Cars,50,Collectable Mini Designs Co.,91217,USA,NA,Small
10241,21,40.25,845.25,4/13/2004,Shipped,2,4,2004,Classic Cars,50,Mini Caravy,67000,France,EMEA,Small
10266,28,48.3,1352.4,7/6/2004,Shipped,3,7,2004,Classic Cars,50,L'ordine Souveniers,42100,Italy,EMEA,Small
10278,35,45.28,1584.8,8/6/2004,Shipped,3,8,2004,Classic Cars,50,Signal Gift Stores,83030,USA,NA,Small
10288,50,52.32,2616,9/1/2004,Shipped,3,9,2004,Classic Cars,50,Handji Gifts& Co,69045,Singapore,APAC,Small
10301,22,51.32,1129.04,10/5/2003,Shipped,4,10,2003,Classic Cars,50,"Norway Gifts By Mail, Co.",N 0106,Norway,EMEA,Small
10311,45,49.3,2218.5,10/16/2004,Shipped,4,10,2004,Classic Cars,50,Euro Shopping Channel,28034,Spain,EMEA,Small
10321,48,42.26,2028.48,11/4/2004,Shipped,4,11,2004,Classic Cars,50,FunGiftIdeas.com,50553,USA,NA,Small
10332,20,87.96,1759.2,11/17/2004,Shipped,4,11,2004,Classic Cars,50,"AV Stores, Co.",EC2 5NT,UK,EMEA,Small
10343,27,36.21,977.67,11/24/2004,Shipped,4,11,2004,Classic Cars,50,Reims Collectables,51100,France,EMEA,Small
10367,38,38.5,1463,1/12/2005,Resolved,1,1,2005,Classic Cars,50,Toys4GrownUps.com,90003,USA,NA,Small
10379,32,100,3200,2/10/2005,Shipped,1,2,2005,Classic Cars,50,Euro Shopping Channel,28034,Spain,EMEA,Medium
10407,64,40.25,2576,4/22/2005,On Hold,2,4,2005,Classic Cars,50,The Sharp Gifts Warehouse,94217,USA,NA,Small
10420,37,60.37,2233.69,5/29/2005,In Process,2,5,2005,Classic Cars,50,Souveniers And Things Co.,2067,Australia,APAC,Small
10106,28,88.63,2481.64,2/17/2003,Shipped,1,2,2003,Planes,109,Rovelli Gifts,24100,Italy,EMEA,Small
10120,39,100,3900,4/29/2003,Shipped,2,4,2003,Planes,109,"Australian Collectors, Co.",3004,Australia,APAC,Medium
10133,41,94.1,3858.1,6/27/2003,Shipped,2,6,2003,Planes,109,Euro Shopping Channel,28034,Spain,EMEA,Medium
10145,40,87.54,3501.6,8/25/2003,Shipped,3,8,2003,Planes,109,Toys4GrownUps.com,90003,USA,NA,Medium
10168,49,100,4900,10/28/2003,Shipped,4,10,2003,Planes,109,Technics Stores Inc.,94217,USA,NA,Medium
10210,27,98.48,2658.96,1/12/2004,Shipped,1,1,2004,Planes,109,Osaka Souveniers Co.,530-0003,Japan,Japan,Small
10223,34,100,3400,2/20/2004,Shipped,1,2,2004,Planes,109,"Australian Collectors, Co.",3004,Australia,APAC,Medium
10235,23,96.29,2214.67,4/2/2004,Shipped,2,4,2004,Planes,109,"Royal Canadian Collectables, Ltd.",T2F 8M4,Canada,NA,Small
10250,31,88.63,2747.53,5/11/2004,Shipped,2,5,2004,Planes,109,The Sharp Gifts Warehouse,94217,USA,NA,Small
10262,34,97.38,3310.92,6/24/2004,Cancelled,2,6,2004,Planes,109,Euro Shopping Channel,28034,Spain,EMEA,Medium
10275,25,95.2,2380,7/23/2004,Shipped,3,7,2004,Planes,109,La Rochelle Gifts,44000,France,EMEA,Small
10284,22,100,2200,8/21/2004,Shipped,3,8,2004,Planes,109,"Norway Gifts By Mail, Co.",N 0106,Norway,EMEA,Small
10297,32,100,3200,9/16/2004,Shipped,3,9,2004,Planes,109,"Clover Collections, Co.",2,Ireland,EMEA,Medium
10308,31,100,3100,10/15/2004,Shipped,4,10,2004,Planes,109,Mini Classics,24067,USA,NA,Medium
10316,25,100,2500,11/1/2004,Shipped,4,11,2004,Planes,109,giftsbymail.co.uk,PO31 7PJ,UK,EMEA,Small
10328,47,87.54,4114.38,11/12/2004,Shipped,4,11,2004,Planes,109,Rovelli Gifts,24100,Italy,EMEA,Medium
10339,21,50.65,1063.65,11/23/2004,Shipped,4,11,2004,Planes,109,"Tokyo Collectables, Ltd",106-0032,Japan,Japan,Small
10353,28,71.73,2008.44,12/4/2004,Shipped,4,12,2004,Planes,109,Gift Ideas Corp.,97561,USA,NA,Small
10374,46,94.1,4328.6,2/2/2005,Shipped,1,2,2005,Planes,109,"Australian Gift Network, Co",4101,Australia,APAC,Medium
10386,33,41.71,1376.43,3/1/2005,Resolved,1,3,2005,Planes,109,Euro Shopping Channel,28034,Spain,EMEA,Small
10398,43,100,4300,3/30/2005,Shipped,1,3,2005,Planes,109,Reims Collectables,51100,France,EMEA,Medium
10401,38,96.29,3659.02,4/3/2005,On Hold,2,4,2005,Planes,109,Tekni Collectables Inc.,94019,USA,NA,Medium
10416,47,88.63,4165.61,5/10/2005,Shipped,2,5,2005,Planes,109,L'ordine Souveniers,42100,Italy,EMEA,Medium
10101,45,31.2,1404,1/9/2003,Shipped,1,1,2003,Vintage Cars,33,"Blauer See Auto, Co.",60528,Germany,EMEA,Small
10110,20,35.51,710.2,3/18/2003,Shipped,1,3,2003,Vintage Cars,33,"AV Stores, Co.",EC2 5NT,UK,EMEA,Small
10124,45,37.84,1702.8,5/21/2003,Shipped,2,5,2003,Vintage Cars,33,Signal Gift Stores,83030,USA,NA,Small
10149,36,33.19,1194.84,9/12/2003,Shipped,3,9,2003,Vintage Cars,33,Signal Collectibles Ltd.,94217,USA,NA,Small
10162,37,27.22,1007.14,10/18/2003,Shipped,4,10,2003,Vintage Cars,33,Corporate Gift Ideas Co.,Unknown,USA,NA,Small
10173,31,31.53,977.43,11/5/2003,Shipped,4,11,2003,Vintage Cars,33,Rovelli Gifts,24100,Italy,EMEA,Small
10182,39,36.84,1436.76,11/12/2003,Shipped,4,11,2003,Vintage Cars,33,Mini Gifts Distributors Ltd.,97562,USA,NA,Small
10193,26,29.21,759.46,11/21/2003,Shipped,4,11,2003,Vintage Cars,33,"Australian Collectables, Ltd",3150,Australia,APAC,Small
10205,32,37.17,1189.44,12/3/2003,Shipped,4,12,2003,Vintage Cars,33,Euro Shopping Channel,28034,Spain,EMEA,Small
10214,20,34.19,683.8,1/26/2004,Shipped,1,1,2004,Vintage Cars,33,"Corrida Auto Replicas, Ltd",28023,Spain,EMEA,Small
10227,42,29.21,1226.82,3/2/2004,Shipped,1,3,2004,Vintage Cars,33,"Saveley & Henriot, Co.",69004,France,EMEA,Small
10243,33,29.54,974.82,4/26/2004,Shipped,2,4,2004,Vintage Cars,33,Diecast Collectables,51003,USA,NA,Small
10280,20,28.88,577.6,8/17/2004,Shipped,3,8,2004,Vintage Cars,33,Amica Models & Co.,10100,Italy,EMEA,Small
10288,29,38.17,1106.93,9/1/2004,Shipped,3,9,2004,Vintage Cars,33,Handji Gifts& Co,69045,Singapore,APAC,Small
10304,23,30.2,694.6,10/11/2004,Shipped,4,10,2004,Vintage Cars,33,Auto Assoc. & Cie.,78000,France,EMEA,Small
10312,39,29.54,1152.06,10/21/2004,Shipped,4,10,2004,Vintage Cars,33,Mini Gifts Distributors Ltd.,97562,USA,NA,Small
10322,20,100,2000,11/4/2004,Shipped,4,11,2004,Vintage Cars,33,Online Diecast Creations Co.,62005,USA,NA,Small
10332,45,81.91,3685.95,11/17/2004,Shipped,4,11,2004,Vintage Cars,33,"AV Stores, Co.",EC2 5NT,UK,EMEA,Medium
10344,20,35.18,703.6,11/25/2004,Shipped,4,11,2004,Vintage Cars,33,Marseille Mini Autos,13008,France,EMEA,Small
10356,48,100,4800,12/9/2004,Shipped,4,12,2004,Vintage Cars,33,Lyon Souveniers,75508,France,EMEA,Large
10367,23,36.29,834.67,1/12/2005,Resolved,1,1,2005,Vintage Cars,33,Toys4GrownUps.com,90003,USA,NA,Small
10380,32,70.56,2257.92,2/16/2005,Shipped,1,2,2005,Vintage Cars,33,Euro Shopping Channel,28034,Spain,EMEA,Small
10391,33,100,3300,3/9/2005,Shipped,1,3,2005,Vintage Cars,33,"Anna's Decorations, Ltd",2060,Australia,APAC,Large
10409,61,29.54,1801.94,4/23/2005,Shipped,2,4,2005,Vintage Cars,33,Handji Gifts& Co,69045,Singapore,APAC,Small
10420,45,26.88,1209.6,5/29/2005,In Process,2,5,2005,Vintage Cars,33,Souveniers And Things Co.,2067,Australia,APAC,Small
10107,38,83.03,3155.14,2/24/2003,Shipped,1,2,2003,Motorcycles,76,Land of Toys Inc.,10022,USA,NA,Medium
10120,34,83.79,2848.86,4/29/2003,Shipped,2,4,2003,Motorcycles,76,"Australian Collectors, Co.",3004,Australia,APAC,Small
10134,43,83.03,3570.29,7/1/2003,Shipped,3,7,2003,Motorcycles,76,Lyon Souveniers,75508,France,EMEA,Medium
10145,47,83.03,3902.41,8/25/2003,Shipped,3,8,2003,Motorcycles,76,Toys4GrownUps.com,90003,USA,NA,Medium
10158,22,67.03,1474.66,10/10/2003,Shipped,4,10,2003,Motorcycles,76,Baane Mini Imports,4110,Norway,EMEA,Small
10168,29,75.41,2186.89,10/28/2003,Shipped,4,10,2003,Motorcycles,76,Technics Stores Inc.,94217,USA,NA,Small
10180,28,68.55,1919.4,11/11/2003,Shipped,4,11,2003,Motorcycles,76,Daedalus Designs Imports,59000,France,EMEA,Small
10188,40,91.4,3656,11/18/2003,Shipped,4,11,2003,Motorcycles,76,Herkku Gifts,N 5804,Norway,EMEA,Medium
10201,25,73.88,1847,12/1/2003,Shipped,4,12,2003,Motorcycles,76,Mini Wheels Co.,Unknown,USA,NA,Small
10210,30,61.7,1851,1/12/2004,Shipped,1,1,2004,Motorcycles,76,Osaka Souveniers Co.,530-0003,Japan,Japan,Small
10223,38,69.31,2633.78,2/20/2004,Shipped,1,2,2004,Motorcycles,76,"Australian Collectors, Co.",3004,Australia,APAC,Small
10236,36,87.6,3153.6,4/3/2004,Shipped,2,4,2004,Motorcycles,76,Motor Mint Distributors Inc.,71270,USA,NA,Medium
10250,32,87.6,2803.2,5/11/2004,Shipped,2,5,2004,Motorcycles,76,The Sharp Gifts Warehouse,94217,USA,NA,Small
10263,37,62.46,2311.02,6/28/2004,Shipped,2,6,2004,Motorcycles,76,Gift Depot Inc.,97562,USA,NA,Small
10275,30,79.98,2399.4,7/23/2004,Shipped,3,7,2004,Motorcycles,76,La Rochelle Gifts,44000,France,EMEA,Small
10285,39,70.08,2733.12,8/27/2004,Shipped,3,8,2004,Motorcycles,76,Marta's Replicas Co.,51247,USA,NA,Small
10297,32,65.51,2096.32,9/16/2004,Shipped,3,9,2004,Motorcycles,76,"Clover Collections, Co.",2,Ireland,EMEA,Small
10308,47,63.22,2971.34,10/15/2004,Shipped,4,10,2004,Motorcycles,76,Mini Classics,24067,USA,NA,Small
10318,26,86.83,2257.58,11/2/2004,Shipped,4,11,2004,Motorcycles,76,Diecast Classics Inc.,70267,USA,NA,Small
10329,37,94.43,3493.91,11/15/2004,Shipped,4,11,2004,Motorcycles,76,Land of Toys Inc.,10022,USA,NA,Medium
10340,55,79.98,4398.9,11/24/2004,Shipped,4,11,2004,Motorcycles,76,Enaco Distributors,8022,Spain,EMEA,Medium
10363,21,100,2100,1/6/2005,Shipped,1,1,2005,Motorcycles,76,Suominen Souveniers,FIN-02271,Finland,EMEA,Medium
10375,23,100,2300,2/3/2005,Shipped,1,2,2005,Motorcycles,76,La Rochelle Gifts,44000,France,EMEA,Small
10389,49,81.4,3988.6,3/3/2005,Shipped,1,3,2005,Motorcycles,76,Scandinavian Gift Ideas,S-844 67,Sweden,EMEA,Medium
10402,59,87.6,5168.4,4/7/2005,Shipped,2,4,2005,Motorcycles,76,Auto Canal Petit,75016,France,EMEA,Medium
10416,32,87.6,2803.2,5/10/2005,Shipped,2,5,2005,Motorcycles,76,L'ordine Souveniers,42100,Italy,EMEA,Small
10105,43,100,4300,2/11/2003,Shipped,1,2,2003,Ships,122,Danish Wholesale Imports,1734,Denmark,EMEA,Medium
10117,41,100,4100,4/16/2003,Shipped,2,4,2003,Ships,122,"Dragon Souveniers, Ltd.",79903,Singapore,Japan,Medium
10129,45,100,4500,6/12/2003,Shipped,2,6,2003,Ships,122,"Stylish Desk Decors, Co.",WX3 6FW,UK,EMEA,Medium
10142,33,100,3300,8/8/2003,Shipped,3,8,2003,Ships,122,Mini Gifts Distributors Ltd.,97562,USA,NA,Medium
10153,40,100,4000,9/28/2003,Shipped,3,9,2003,Ships,122,Euro Shopping Channel,28034,Spain,EMEA,Medium
10167,33,100,3300,10/23/2003,Cancelled,4,10,2003,Ships,122,Scandinavian Gift Ideas,S-844 67,Sweden,EMEA,Medium
10177,50,100,5000,11/7/2003,Shipped,4,11,2003,Ships,122,CAF Imports,28023,Spain,EMEA,Medium
10185,30,100,3000,11/14/2003,Shipped,4,11,2003,Ships,122,Mini Creations Ltd.,50553,USA,NA,Medium
10197,41,100,4100,11/26/2003,Shipped,4,11,2003,Ships,122,Enaco Distributors,8022,Spain,EMEA,Medium
10208,35,100,3500,1/2/2004,Shipped,1,1,2004,Ships,122,"Saveley & Henriot, Co.",69004,France,EMEA,Medium
10221,49,100,4900,2/18/2004,Shipped,1,2,2004,Ships,122,Petit Auto,B-1180,Belgium,EMEA,Medium
10232,46,100,4600,3/20/2004,Shipped,1,3,2004,Ships,122,giftsbymail.co.uk,PO31 7PJ,UK,EMEA,Medium
10248,48,100,4800,5/7/2004,Cancelled,2,5,2004,Ships,122,Land of Toys Inc.,10022,USA,NA,Medium
10261,36,100,3600,6/17/2004,Shipped,2,6,2004,Ships,122,Quebec Home Shopping Network,H1J 1C3,Canada,NA,Medium
10273,22,100,2200,7/21/2004,Shipped,3,7,2004,Ships,122,Petit Auto,B-1180,Belgium,EMEA,Small
10283,42,100,4200,8/20/2004,Shipped,3,8,2004,Ships,122,"Royal Canadian Collectables, Ltd.",T2F 8M4,Canada,NA,Medium
10293,21,100,2100,9/9/2004,Shipped,3,9,2004,Ships,122,Amica Models & Co.,10100,Italy,EMEA,Small
10306,29,100,2900,10/14/2004,Shipped,4,10,2004,Ships,122,"AV Stores, Co.",EC2 5NT,UK,EMEA,Medium
10315,35,100,3500,10/29/2004,Shipped,4,10,2004,Ships,122,La Rochelle Gifts,44000,France,EMEA,Medium
10326,41,100,4100,11/9/2004,Shipped,4,11,2004,Ships,122,"Volvo Model Replicas, Co",S-958 22,Sweden,EMEA,Medium
10337,29,71.97,2087.13,11/21/2004,Shipped,4,11,2004,Ships,122,Classic Legends Inc.,10022,USA,NA,Small
10350,34,50.33,1711.22,12/2/2004,Shipped,4,12,2004,Ships,122,Euro Shopping Channel,28034,Spain,EMEA,Small
10372,37,100,3700,1/26/2005,Shipped,1,1,2005,Ships,122,"Tokyo Collectables, Ltd",106-0032,Japan,Japan,Medium
10384,28,80.54,2255.12,2/23/2005,Shipped,1,2,2005,Ships,122,Corporate Gift Ideas Co.,Unknown,USA,NA,Small
10396,49,100,4900,3/23/2005,Shipped,1,3,2005,Ships,122,Mini Gifts Distributors Ltd.,97562,USA,NA,Medium
10414,23,100,2300,5/6/2005,On Hold,2,5,2005,Ships,122,Gifts4AllAges.com,51003,USA,NA,Medium
10101,46,53.76,2472.96,1/9/2003,Shipped,1,1,2003,Vintage Cars,44,"Blauer See Auto, Co.",60528,Germany,EMEA,Small
10110,39,44.35,1729.65,3/18/2003,Shipped,1,3,2003,Vintage Cars,44,"AV Stores, Co.",EC2 5NT,UK,EMEA,Small
10124,22,45.25,995.5,5/21/2003,Shipped,2,5,2003,Vintage Cars,44,Signal Gift Stores,83030,USA,NA,Small
10149,49,49.28,2414.72,9/12/2003,Shipped,3,9,2003,Vintage Cars,44,Signal Collectibles Ltd.,94217,USA,NA,Small
10162,43,36.29,1560.47,10/18/2003,Shipped,4,10,2003,Vintage Cars,44,Corporate Gift Ideas Co.,Unknown,USA,NA,Small
10173,27,41.22,1112.94,11/5/2003,Shipped,4,11,2003,Vintage Cars,44,Rovelli Gifts,24100,Italy,EMEA,Small
10182,31,36.74,1138.94,11/12/2003,Shipped,4,11,2003,Vintage Cars,44,Mini Gifts Distributors Ltd.,97562,USA,NA,Small
10193,20,50.62,1012.4,11/21/2003,Shipped,4,11,2003,Vintage Cars,44,"Australian Collectables, Ltd",3150,Australia,APAC,Small
10205,24,38.08,913.92,12/3/2003,Shipped,4,12,2003,Vintage Cars,44,Euro Shopping Channel,28034,Spain,EMEA,Small
